# rank	seq_id	rel_abund_perc
383	gi|570364799|ref|NC_023175.1|	0.064162547338203
384	gi|124378137|ref|NC_008881.1|	0.063658828317703
385	gi|408905856|ref|NC_018861.1|	0.063356793755403
386	gi|527333514|ref|NC_021901.1|	0.063107607596003
387	gi|18249864|ref|NC_003356.1|	0.0628039139284029
388	gi|9626931|ref|NC_002026.1|	0.0626990155899029
389	gi|9627363|ref|NC_001591.1|	0.0625959743642029
390	gi|563399183|ref|NC_022984.1|	0.0619436718207029
391	gi|479336462|ref|NC_021061.1|	0.0611037111334029
392	gi|9626372|ref|NC_001422.1|	0.0602867124116028
393	gi|423261416|ref|NC_019538.1|	0.0588358883555028
394	gi|78761397|ref|NC_007573.1|	0.0586560188963028
395	gi|226423339|ref|NC_012544.1|	0.0585267447605027
396	gi|20279559|ref|NC_003705.1|	0.0579462312884027
397	gi|304282485|ref|NC_014411.1|	0.0579108247314027
398	gi|157265283|ref|NC_009805.1|	0.0576268913733027
399	gi|217337293|ref|NC_011659.1|	0.0567641438243027
400	gi|428782589|ref|NC_019720.1|	0.0563219009455026
401	gi|258549721|ref|NC_013231.1|	0.0559993313567026
402	gi|20451012|ref|NC_003779.1|	0.0556507877584026
403	gi|564614869|ref|NC_023017.1|	0.0554705644237026
404	gi|134141995|ref|NC_009224.1|	0.0553996498211026
405	gi|84662593|ref|NC_007709.1|	0.0552867274751026
406	gi|460042095|ref|NC_020479.1|	0.0546714126508026
407	gi|20387441|ref|NC_003741.1|	0.0545236102756026
408	gi|571797910|ref|NC_023304.1|	0.0537417700032025
409	gi|164564320|ref|NC_010239.1|	0.0533563341078025
410	gi|23238159|ref|NC_004215.1|	0.0529272770287025
411	gi|509141608|ref|NC_021343.1|	0.0516478792530024
412	gi|586929324|ref|NC_023483.1|	0.0506424099750024
413	gi|66391759|ref|NC_007019.1|	0.0504045584508024
414	gi|78762360|ref|NC_007541.1|	0.0499535823212023
415	gi|685633887|ref|NC_024779.1|	0.0497511847159023
416	gi|149944272|ref|NC_009608.1|	0.0495283603255023
417	gi|428782997|ref|NC_019726.1|	0.0492162235583023
418	gi|224808902|ref|NC_012136.1|	0.0490832011219023
419	gi|32490548|ref|NC_005028.1|	0.0484542629886023
420	gi|194351517|ref|NC_011068.1|	0.0479589395478022
421	gi|124378078|ref|NC_008850.1|	0.0477705426387022
422	gi|9627210|ref|NC_001550.1|	0.0472628365537022
423	gi|119943073|ref|NC_008706.1|	0.0467296105962022
424	gi|56692979|ref|NC_006553.1|	0.0465620118197022
425	gi|50058548|ref|NC_005964.1|	0.0462036194106022
426	gi|700074578|ref|NC_025343.1|	0.0461078993942022
427	gi|189418884|ref|NC_010806.1|	0.0461017027121022
